Elastic_Modulus (GPa),Load (kN),Length_of_Beam (m),X-sectional Width b (mm),X-sectional Height h (mm),Max Deflection (mm)
102,4,8,38,100,132.09494
113,2,13,57,94,205.3351
180,4,12,60,91,212.3224
192,2,10,42,101,60.180443
174,5,6,57,91,36.125637
148,3,14,55,81,475.73587
195,1,8,53,93,15.397515
130,2,11,47,103,99.67705
116,4,13,52,87,553.1093
125,5,8,53,106,81.1104
163,2,14,34,88,363.27838
144,4,13,70,99,224.62802
116,1,6,37,88,18.46231
168,1,5,53,93,4.3633094
179,3,11,44,102,119.4354
189,1,6,68,103,3.845133
195,4,14,37,108,301.9093
145,2,13,70,80,211.38008
124,3,10,48,102,118.74022
175,1,14,53,104,65.75218
186,5,11,59,89,215.05675
106,4,13,35,92,760.4886
180,2,6,33,90,24.940767
113,1,7,43,97,19.336239
141,1,10,59,85,48.934155
144,1,9,65,94,23.442728
102,1,5,68,82,8.171454
191,1,7,38,103,10.811987
133,5,13,60,93,427.84683
192,3,10,57,99,70.62843
112,4,8,51,88,131.5327
172,5,8,60,108,49.229908
114,2,9,38,90,115.42013
141,4,11,45,81,394.72208
141,2,12,41,83,261.3825
190,1,8,48,91,18.624773
110,4,9,49,102,127.44953
185,4,10,63,84,144.76044
197,5,11,62,104,121.09609
118,1,13,66,87,107.09923
127,1,6,43,104,8.790662
100,5,10,43,90,398.76224
194,1,7,40,92,14.190866
169,2,12,42,109,93.99359
188,2,12,30,97,167.84926
173,2,9,30,106,58.96748
107,2,11,56,107,90.66192
110,2,14,54,88,338.9375
161,5,11,57,101,175.96375
160,5,13,66,109,200.81522
123,4,9,61,110,72.998604
173,1,5,55,101,3.1876974
192,1,13,36,87,120.672585
126,3,12,60,108,136.08551
182,2,15,65,102,134.41833
195,1,7,45,88,14.339664
161,3,10,51,96,103.24084
126,5,12,40,98,455.3496
195,2,10,34,88,110.664536
173,1,8,37,84,33.738384
106,2,10,37,109,98.442566
119,1,7,37,100,19.475357
183,5,7,37,87,96.159805
183,4,13,58,103,189.42587
159,3,5,35,106,14.144529
120,5,7,69,95,60.395275
118,2,12,47,99,160.55666
114,3,7,37,94,73.428604
161,5,8,65,80,119.44577
176,3,7,57,99,26.427874
172,1,13,60,96,60.155685
113,5,15,43,96,981.3483
160,2,11,57,83,127.620056
163,2,7,30,107,28.628853
182,1,7,67,101,6.825332
122,1,14,66,98,90.51949
106,4,7,68,88,69.82828
200,4,8,68,97,41.24923
181,4,8,36,110,59.035175
182,4,9,60,91,88.58919
129,3,10,36,82,292.9055
118,5,8,34,107,130.217
167,1,13,31,89,150.49493
193,5,11,49,93,218.71866
125,5,11,54,104,219.12114
189,4,9,37,93,129.60303
183,4,10,67,88,119.681244
198,5,8,58,86,87.617615
179,5,9,53,90,131.75926
168,5,10,41,103,166.07535
135,4,11,40,104,219.12114
125,4,15,57,101,459.75323
136,2,14,40,84,425.51743
158,3,13,66,84,266.59528
154,2,5,33,92,15.793627
136,4,6,37,85,69.89665
138,1,7,57,95,12.714795
138,1,10,37,87,74.3535
110,5,11,44,84,579.96906
178,3,13,40,87,351.44196
199,1,10,66,103,17.419325
167,3,14,65,84,319.87308
175,3,9,56,105,48.194206
111,4,11,59,82,368.60522
196,2,14,31,83,394.91357
170,2,8,62,108,19.280935
117,4,10,39,85,356.85577
138,5,11,48,110,188.70773
135,3,11,50,86,232.50923
135,2,14,66,80,300.75055
117,4,10,36,100,237.4169
141,3,14,55,84,447.7398
119,3,12,53,90,281.87375
178,3,6,33,110,20.720633
149,1,12,57,101,49.369476
150,2,5,56,103,6.8090897
153,4,10,63,107,84.68699
113,5,11,47,81,589.4632
108,1,15,32,108,193.8067
184,5,10,55,103,113.03627
188,4,14,47,86,488.23965
165,3,14,30,81,782.3212
178,3,8,30,94,86.57777
169,4,7,44,100,46.126945
104,4,5,42,104,25.440601
139,1,6,33,95,13.730749
113,5,8,54,107,85.616295
110,2,12,63,106,104.67981
119,2,12,36,86,317.08005
147,3,6,31,102,33.49928
131,3,8,43,86,107.175644
174,1,5,64,102,2.6443582
115,3,14,63,96,321.06525
153,3,5,65,93,11.719732
100,3,5,42,99,23.00469
179,3,11,52,83,187.56364
136,3,11,35,90,287.6768
177,4,15,36,109,408.99548
195,5,15,47,85,749.5395
120,1,12,58,93,77.16595
124,2,10,56,83,125.92908
133,2,15,40,102,298.90393
134,3,13,31,110,298.02094
129,4,7,46,106,48.532085
110,3,8,49,94,85.77464
188,4,15,39,102,433.7613
136,3,6,33,93,44.87591
112,1,7,60,88,18.724785
127,2,7,69,104,17.398478
109,5,8,68,105,74.58933
177,2,15,43,84,374.07974
174,4,14,50,98,335.1094
133,2,8,39,97,54.076492
178,5,6,58,96,29.55984
151,3,15,30,91,741.50256
119,2,11,62,87,136.97827
115,1,11,45,83,112.45361
160,5,15,69,91,507.09637
171,1,9,43,105,21.410908
162,1,6,44,82,13.739931
184,4,5,56,107,9.902681
183,2,9,51,102,36.80237
126,1,12,63,109,42.02359
159,4,11,46,89,258.13864
152,4,14,34,93,660.10455
200,2,9,44,109,31.984192
189,2,12,52,107,71.76246
123,1,14,39,98,151.94142
155,2,13,44,89,228.47868
151,2,7,31,97,40.143036
101,2,15,60,95,324.78827
120,3,12,35,98,327.8517
143,2,11,50,93,115.71594
120,4,6,65,88,40.636017
170,1,13,63,80,100.163765
168,1,8,37,91,27.325916
153,4,12,70,96,182.36461
127,1,10,31,95,74.06342
128,3,12,58,104,155.19118
190,2,12,31,88,215.2536
158,4,11,65,97,142.00131
129,2,13,67,95,148.23978
129,2,12,69,92,124.65551
178,5,7,36,87,101.60706
155,3,10,59,87,124.54314
159,5,14,61,95,412.4738
174,5,14,67,100,294.21857
167,5,11,47,94,255.20558
144,5,7,49,90,83.35239
124,5,5,39,105,27.910385
198,1,8,51,84,21.386354
104,1,11,42,95,88.85146
127,5,11,69,89,269.3179
154,3,8,44,95,66.0978
195,1,11,39,82,79.355545
128,2,8,46,94,52.346615
140,1,11,63,107,30.79627
119,3,11,55,107,124.50257
133,3,14,38,104,362.00128
120,4,8,68,100,62.7451
120,3,8,36,92,114.15212
172,3,7,59,97,27.775362
162,1,5,68,85,4.619227
184,4,6,46,110,19.17344
186,5,13,43,86,539.83777
110,2,9,35,83,165.57796
143,2,6,62,81,22.921392
189,3,14,34,82,580.84875
125,1,15,64,109,81.44122
193,5,11,47,95,213.92528
167,1,7,52,91,13.103585
128,4,9,48,94,142.85411
135,3,8,41,86,109.07325
103,2,7,65,94,30.841108
105,3,5,56,90,21.870888
125,3,9,50,82,158.65991
100,4,8,35,97,160.28271
171,1,7,32,102,14.766839
129,2,6,57,83,25.687683
171,2,14,36,85,362.90982
151,1,15,44,93,157.88298
142,4,15,44,108,428.8066
163,3,12,47,93,210.3152
173,5,7,70,95,41.294212
155,1,7,36,94,18.501902
141,2,12,60,93,126.96807
109,4,9,64,85,170.16266
186,2,10,37,109,56.10168
121,3,13,52,102,246.77554
122,4,7,51,108,43.761566
160,5,14,69,80,606.8133
192,4,11,64,107,88.41898
133,5,13,32,84,1088.6808
137,4,6,41,109,29.694077
118,4,12,43,81,640.8232
143,3,9,64,110,44.88433
192,3,7,30,94,53.771152
171,5,6,49,105,27.835798
157,1,6,39,96,9.968179
147,3,5,52,80,23.954142
138,3,5,70,89,13.766519
106,5,12,36,98,601.40515
104,5,8,62,87,150.72914
197,3,10,63,97,66.212395
197,3,10,61,101,60.576065
144,3,14,45,96,358.96878
196,4,15,30,99,591.54913
133,1,7,49,92,16.897516
156,1,12,44,84,106.18633
142,5,15,64,86,729.82733
161,4,10,50,83,217.25504
171,4,7,66,97,33.299587
164,5,10,50,82,276.47418
140,3,8,51,82,97.541954
140,2,9,50,83,91.06788
189,2,5,39,92,10.889053
125,3,10,62,91,128.4208
102,3,7,47,103,49.107258
131,4,13,38,110,331.5867
137,2,6,38,91,27.529316
105,4,13,66,92,407.13022
191,5,6,39,95,42.276104
157,2,5,35,99,11.722136
155,1,15,54,88,147.92456
135,1,8,46,109,15.916181
163,1,7,51,93,12.824118
130,1,15,31,84,353.24078
184,2,10,43,86,99.35469
149,4,9,41,99,122.9849
124,1,10,49,87,62.483376
167,5,5,62,102,14.220385
184,1,13,59,110,38.012127
141,5,15,32,84,1577.5271
179,3,6,40,104,20.114162
187,2,9,58,94,40.461723
141,4,12,55,106,187.08731
115,3,11,42,82,374.84406
131,1,14,47,103,101.96316
131,2,15,54,92,306.3481
116,5,7,65,104,50.551353
182,5,5,45,84,32.188316
188,3,12,42,90,225.14915
194,2,14,59,100,119.8672
189,5,7,38,92,76.66467
112,3,8,58,97,64.769424
191,1,12,65,107,28.404406
100,5,12,65,96,375.60095
135,1,12,45,96,80.37552
189,1,13,44,108,52.430542
125,3,10,37,109,125.21895
180,3,9,40,93,94.40771
115,3,8,61,86,86.061356
117,4,11,52,95,255.16318
141,1,12,55,109,43.01525
194,1,6,42,104,5.8917284
184,2,5,54,94,7.5732946
184,5,6,33,96,50.259514
144,5,9,49,85,210.29173
116,2,7,62,86,37.490314
147,2,7,62,91,24.970713
188,4,13,43,98,288.75235
169,2,12,40,110,96.02605
102,1,9,37,109,37.289463
179,2,15,41,82,417.02814
167,5,14,30,98,727.40814
127,1,6,49,89,12.309034
166,5,14,36,110,431.22653
139,2,15,31,81,736.9062
125,3,5,49,88,22.460384
113,3,8,62,109,42.323498
171,2,9,33,95,75.33845
106,4,13,32,98,688.1704
151,5,9,68,108,70.44991
136,2,5,53,104,7.708417
108,1,14,53,82,217.36165
188,5,5,31,97,29.3755
134,2,10,31,104,107.00486
180,1,5,66,97,2.8821619
198,3,14,55,101,183.42282
188,5,5,62,80,26.181862
131,3,11,69,84,186.32927
183,2,10,36,89,107.65803
106,4,15,45,94,851.86707
175,2,11,44,97,94.69828
165,1,10,69,85,35.756104
166,3,15,63,94,291.4089
102,2,8,54,89,65.928925
148,3,5,55,101,11.17848
130,1,7,46,87,21.775852
104,5,15,51,80,1553.4966
112,3,11,52,102,161.5167
151,3,11,63,109,81.02934
100,3,10,49,94,184.28146
184,2,8,36,89,54.82134
179,4,12,33,103,267.7103
174,2,11,58,101,64.00394
158,4,9,63,107,59.78311
111,4,15,40,103,695.6313
140,2,6,37,97,22.844349
102,4,11,36,110,272.33115
102,4,6,53,91,53.021687
127,1,8,50,92,25.886467
128,4,5,52,96,21.226725
144,1,6,33,106,9.541128
176,2,13,40,101,151.4479
150,3,15,65,100,259.6154
100,4,11,45,80,577.691
189,4,9,52,102,69.89753
113,5,8,36,84,265.43683
120,3,11,48,83,303.09763
178,1,10,52,81,50.82315
145,3,14,37,97,420.30103
129,5,9,66,105,92.45619
183,2,9,36,102,52.13669
173,5,6,30,99,53.61556
114,4,14,65,94,445.8434
185,3,12,32,106,183.80853
137,3,13,41,84,494.936
168,1,14,54,81,142.28726
164,1,14,68,88,90.265816
142,4,10,66,80,208.40002
111,1,7,35,101,21.422935
181,4,6,35,89,48.365658
111,5,7,34,83,198.68633
158,1,9,42,103,25.133297
143,1,14,38,89,179.0748
109,5,6,41,83,105.66207
106,1,6,65,92,10.064937
126,5,12,53,102,304.79428
135,2,10,33,92,144.13147
125,3,15,47,92,553.30383
171,3,10,38,84,194.73486
131,2,8,36,85,88.39127
150,1,10,30,80,108.50694
109,2,14,44,90,392.41663
141,5,5,30,103,33.803993
104,2,13,52,101,197.15114
140,4,14,41,81,899.53314
111,5,6,65,89,53.083237
159,4,8,43,97,82.051994
156,2,8,54,89,43.107372
184,1,14,52,102,67.56199
144,3,13,40,108,227.08977
146,3,8,68,84,65.257675
158,1,7,59,87,13.969062
144,2,7,47,100,25.339834
166,5,5,50,96,21.277874
158,4,8,60,103,49.42537
100,3,11,30,104,295.81354
155,2,15,57,90,262.00507
136,5,5,41,101,27.19776
177,2,11,56,90,92.099915
139,1,13,60,83,115.178055
101,4,11,35,97,412.547
135,4,7,55,104,41.067444
109,1,7,54,89,20.6654
189,4,14,60,110,181.79962
132,1,7,50,109,10.032536
109,5,7,55,92,91.84414
105,5,6,55,84,78.88127
158,4,7,48,104,40.206455
149,3,11,42,103,145.97957
140,1,5,41,95,6.349906
105,5,10,42,97,310.5677
174,5,6,61,80,49.68379
138,5,11,59,104,181.65901
150,4,12,47,105,211.7321
135,2,13,32,80,496.64532
150,3,5,49,98,13.552072
172,5,13,31,82,934.1322
157,4,12,55,88,293.65228
171,5,10,34,95,250.76341
185,2,8,69,84,33.836178
146,4,9,50,106,83.84692
192,1,14,30,87,180.86055
137,3,6,68,102,16.386454
150,5,7,44,80,126.87915
196,3,10,69,102,52.25834
101,1,5,61,86,7.9745
151,2,12,64,108,70.971756
175,5,10,59,90,166.07048
197,3,9,32,85,141.22638
164,5,6,69,102,22.483831
110,2,8,49,92,60.994083
169,3,13,58,103,153.83847
177,5,10,48,83,257.31268
100,2,14,42,105,282.18695
178,4,14,35,80,860.2528
107,1,10,68,83,60.091503
104,2,12,40,94,250.05576
115,4,5,34,109,24.686172
137,2,6,50,97,17.274998
163,2,15,66,82,284.4924
149,3,12,65,88,196.36195
190,2,6,30,104,16.844141
158,5,8,44,109,71.08708
195,2,5,60,102,5.0337734
169,3,13,59,95,192.74442
125,4,11,57,80,364.85745
196,2,6,37,97,16.317392
188,4,9,32,80,236.67355
156,5,15,36,84,1267.4149
145,1,12,52,95,66.8254
133,5,12,63,104,229.17198
113,4,13,46,83,739.1958
159,1,8,50,80,31.446543
179,2,7,45,92,27.342302
138,2,7,61,109,15.731702
177,4,7,56,97,37.915573
149,4,10,42,84,269.60416
126,3,5,69,104,9.586313
153,3,14,49,105,237.1319
116,1,11,43,91,88.52531
109,1,14,32,88,288.60217
108,4,14,56,98,482.0522
161,4,15,54,106,325.93915
185,1,11,56,83,56.17254
191,4,7,36,110,37.478325
182,2,7,50,96,21.301443
138,2,12,30,99,215.08386
102,5,9,58,83,269.38605
195,2,15,66,95,152.9306
180,1,11,56,102,31.10692
159,2,14,34,109,195.97404
140,2,10,42,105,73.45558
173,5,13,39,85,662.7848
199,4,11,51,89,186.03076
164,4,15,66,97,341.64163
151,2,15,60,84,314.25177
127,1,10,65,86,47.613224
144,2,8,32,107,45.34988
136,5,10,35,95,306.2896
163,2,12,48,103,101.05859
120,3,6,68,92,25.495373
121,5,12,42,88,623.6933
108,2,15,65,85,391.4262
186,5,9,54,87,137.77586
104,2,12,50,84,280.3319
140,5,12,40,110,289.79285
135,5,10,64,110,108.69717
199,1,9,66,108,11.015374
133,4,10,35,98,228.24544
101,5,5,30,101,50.05106
170,3,10,53,81,156.63234
200,4,8,67,107,31.18989
156,5,11,40,98,283.28607
115,5,7,55,95,79.06291
159,5,13,48,106,302.12323
183,4,14,31,109,373.50104
104,4,10,38,92,324.95227
114,4,14,62,109,299.78372
163,3,15,41,101,367.62027
188,2,8,68,106,16.813402
125,4,8,40,84,172.76752
200,1,15,70,101,58.495384
157,4,10,37,110,129.33633
141,4,14,63,104,274.61508
123,2,15,59,96,262.8288
151,2,10,60,110,41.46329
167,4,8,42,110,54.843624
194,3,12,34,109,151.7207
126,5,7,36,94,113.801384
132,1,9,41,110,25.30065
166,5,15,67,87,576.0274
132,2,15,34,97,411.9796
129,3,15,66,83,519.95654
158,1,9,34,96,38.345802
111,4,15,46,100,660.98706
158,2,14,36,110,181.22432
157,4,15,40,86,844.92615
149,4,15,55,102,388.0827
176,1,7,62,80,15.348283
104,4,6,53,98,41.635742
190,5,5,66,100,12.460127
139,3,11,53,96,153.15633
168,2,14,37,101,214.22937
146,1,5,53,96,4.564651
167,5,12,31,110,313.4711
154,4,5,53,106,12.858664
127,2,9,52,86,86.77509
196,4,6,47,81,44.120937
168,3,7,40,84,64.58746
154,3,15,46,94,430.20248
159,2,13,34,85,330.8775
164,3,11,56,108,86.28517
101,3,13,31,93,654.27356
172,5,5,62,94,17.640722
161,1,15,51,94,123.71837
173,5,15,66,80,721.6453
129,4,6,46,107,29.713575
114,5,8,32,110,131.80962
196,1,10,46,84,46.78302
178,2,6,61,94,11.975409
122,3,9,61,81,138.24329
149,4,11,30,93,370.18744
161,1,9,69,99,16.907795
169,4,5,69,93,13.326785
168,5,5,49,89,26.924314
158,3,5,67,96,10.009807
151,1,6,62,81,10.853506
179,4,9,69,85,96.11001
177,4,9,44,104,83.21499
111,3,10,63,104,95.344955
186,5,10,64,90,144.04214
153,5,14,52,104,383.26517
191,1,11,63,81,52.034225
185,2,5,70,105,4.1691003
124,3,15,58,92,451.98276
176,2,10,63,89,63.96564
187,4,10,64,89,118.52457
139,4,5,48,84,31.60939
159,1,14,43,91,133.1479
197,3,5,41,106,9.745487
138,3,10,59,91,122.23793
110,5,15,68,91,748.4418
120,3,12,67,84,271.96378
108,1,11,32,87,146.2132
199,3,15,50,103,232.80925
106,1,15,33,82,437.47415
102,3,5,50,88,26.974482
177,2,15,57,88,245.4413
186,2,8,39,85,57.465294
169,5,15,69,92,464.60565
164,2,14,56,103,136.71324
134,5,9,39,82,316.24713
164,2,12,53,110,74.682
134,1,9,60,81,42.65367
119,5,15,60,96,667.8392
141,1,7,42,108,11.494616
162,5,10,38,108,161.19077
144,2,12,47,99,131.56726
100,2,14,43,89,452.60107
150,1,7,31,81,34.69973
164,1,13,46,90,99.87134
122,5,8,40,93,163.04643
117,5,13,44,99,549.7889
117,3,12,49,85,368.1004
135,1,15,61,91,135.96463
108,2,12,32,81,470.41913
155,1,6,70,92,6.391467
125,1,6,46,106,7.8851204
127,3,13,67,98,205.74751
135,5,6,63,98,33.729603
168,4,8,66,96,52.19189
135,4,7,58,100,43.805874
183,1,11,36,102,47.595287
113,3,9,38,98,135.28465
129,1,11,54,83,83.54112
189,5,13,69,89,298.71646
104,2,6,58,97,19.617662
151,1,13,57,83,111.60509
163,5,6,31,102,50.351677
102,4,12,58,81,549.6175
131,5,5,60,80,38.826435
134,4,9,64,99,87.60667
173,5,13,69,107,187.7991
189,5,10,38,93,216.37933
165,1,7,60,95,10.102483
150,3,10,48,89,147.76064
158,2,13,35,88,291.4922
158,1,10,70,82,40.996174
117,2,8,61,110,26.94922
148,2,10,47,110,54.0048
150,3,5,33,89,26.865572
183,4,13,48,110,187.91425
165,2,14,58,84,241.88243
199,1,8,47,109,10.567677
114,4,8,43,101,101.37539
160,3,15,53,86,469.29272
114,2,8,45,102,47.024273
165,1,7,37,95,16.382404
145,1,15,53,87,166.72939
129,2,10,68,91,75.63925
113,5,13,68,93,444.3282
101,3,5,62,98,15.906695
166,3,11,42,86,225.10574
148,2,6,67,95,12.703296
125,2,13,61,109,111.24506
133,3,14,45,90,471.68677
200,5,8,61,99,54.06479
121,5,6,58,98,40.876354
143,4,14,61,84,530.7382
189,4,8,31,107,71.33376
198,4,9,70,110,39.51721
154,2,14,62,81,270.3875
191,4,11,49,104,126.42956
156,1,12,65,84,71.879974
135,2,12,42,101,147.89946
125,2,10,63,84,107.12272
168,4,8,57,87,81.19477
153,4,11,60,96,163.87839
153,2,11,33,108,104.63367
177,2,13,48,81,243.2935
182,3,13,55,102,155.11604
138,5,12,66,94,285.52698
132,1,13,58,108,56.95041
194,3,6,48,107,14.201057
190,3,7,55,96,27.824373
197,3,13,66,83,221.63934
158,4,11,37,93,283.05472
186,1,15,58,85,127.35503
175,5,14,53,105,319.45694
191,5,14,52,86,542.95276
129,1,5,34,110,5.353075
186,1,9,54,88,26.626421
150,2,13,52,97,154.30865
141,3,10,68,97,85.707344
199,5,14,65,95,309.2836
133,4,11,59,102,159.83574
167,2,15,37,99,281.46216
189,5,15,70,98,338.80182
100,5,9,41,109,171.62248
169,2,14,59,84,232.15472
186,2,6,52,110,8.389371
111,5,6,60,97,44.419567
148,2,14,47,89,279.78503
172,1,9,57,100,18.58935
140,4,10,38,98,199.71475
186,1,15,36,96,142.42448
185,3,13,68,93,162.84029
109,4,15,50,98,657.95935
132,3,12,45,104,193.96283
166,4,5,53,96,16.058773
110,1,5,32,83,15.526482
186,5,5,57,106,12.374128
113,2,6,41,82,42.278534
146,5,11,44,102,244.0518
174,5,9,70,104,66.510506
195,1,12,57,86,61.105305
101,5,12,65,80,642.6123
109,2,10,50,85,149.38834
156,3,11,60,99,109.91524
141,4,7,51,109,36.832
182,1,12,56,108,33.647522
185,5,7,53,103,40.01703
197,1,10,32,106,33.297085
200,3,10,32,100,117.1875
178,1,10,66,104,18.918036
141,5,14,53,105,396.4891
176,3,7,46,104,28.247816
178,2,11,30,90,170.95401
168,5,9,31,100,174.9712
157,3,14,49,110,200.98868
195,3,6,61,91,18.072838
133,5,15,61,102,490.00647
161,4,8,51,82,113.09212
159,5,7,56,106,40.429783
185,2,12,62,94,90.69154
183,2,12,67,94,84.840706
116,5,10,47,104,203.82344
117,4,8,42,96,117.76632
130,3,8,51,93,72.00603
169,4,11,62,106,106.655205
183,4,12,54,102,164.77768
195,4,13,62,97,199.10791
155,2,13,56,105,109.32323
143,1,8,63,90,19.48973
148,4,7,48,102,45.497826
181,3,7,70,104,18.050064
190,5,15,57,91,516.9293
175,5,11,32,85,483.77484
190,1,10,41,84,54.145786
197,2,15,47,96,205.99942
130,1,13,42,108,79.85574
108,4,5,35,109,25.53517
173,5,14,48,101,400.90613
107,5,9,32,100,266.1361
124,3,15,37,101,535.4853
161,2,7,45,95,27.60927
132,1,15,56,109,88.13986
164,2,5,54,82,12.799732
166,2,6,44,90,20.283152
133,4,14,39,100,529.01483
139,3,8,54,82,92.78571
190,4,6,31,108,29.111675
145,2,13,64,98,125.76908
121,5,15,35,81,1874.456
104,2,12,35,84,400.47418
186,5,14,55,105,289.63467
128,2,12,49,86,216.57701
181,1,7,43,80,21.518755
127,5,15,33,103,921.2011
195,2,15,46,96,212.63641
135,1,5,37,100,6.2562566
132,2,7,62,95,24.441492
100,1,7,36,108,18.908642
108,3,14,65,108,232.72177
174,2,11,31,80,240.97232
176,3,8,63,100,34.632034
164,1,5,55,95,4.0408497
104,3,14,36,104,488.66306
111,4,12,55,100,283.04666
152,3,7,62,84,46.05558
101,4,7,37,100,91.78485
187,5,7,37,105,53.52947
130,1,10,54,85,57.98907
116,5,10,65,108,131.60349
113,4,14,45,106,453.0807
112,2,13,34,101,279.98776
172,5,10,54,83,235.37129
174,1,8,30,81,46.140724
158,5,9,61,84,159.51913
180,3,7,65,106,18.460861
120,5,9,64,96,134.11046
127,1,11,69,85,61.831314
143,2,11,49,98,100.910805
149,1,11,33,107,55.24163
186,4,5,42,81,30.10875
195,2,12,47,85,153.50569
158,3,9,61,87,86.14778
108,4,15,67,96,527.18317
200,2,12,40,108,85.73389
152,3,6,67,102,14.989809
117,2,15,43,96,379.11917
156,2,5,64,89,8.879846
122,4,9,43,105,120.04148
118,4,13,36,103,473.29715
112,5,5,63,81,41.668358
145,5,7,43,83,120.26338
166,2,11,54,99,76.513954
198,4,9,57,82,117.15097
100,2,13,55,87,303.30505
142,5,10,44,104,177.85619
156,3,15,34,85,777.09607
167,1,9,63,84,29.22622
100,5,10,61,92,263.15805
141,4,9,37,98,148.46649
121,2,11,33,104,148.16606
180,3,15,52,92,347.29272
121,4,13,50,105,313.69443
164,1,9,54,104,18.294893
139,1,5,41,91,7.276578
173,1,7,68,84,12.298192
116,3,13,54,87,399.46786
115,1,6,42,80,21.83618
112,1,12,48,89,113.98678
184,2,5,40,100,8.491848
160,3,13,50,92,264.50742
154,3,14,38,90,482.40692
145,3,12,57,99,161.60565
161,2,11,38,97,119.18548
175,2,13,53,85,192.85432
173,2,6,43,85,23.640268
130,5,5,70,107,14.016104
178,4,10,70,108,63.710453
136,1,5,52,85,7.195335
166,4,13,43,92,395.2665
138,2,7,60,94,24.937344
200,1,14,70,106,41.141342
191,5,15,55,84,677.5633
153,5,8,30,104,123.95592
192,4,8,41,101,63.127815
145,2,10,55,99,64.61506
125,3,12,40,104,230.42786
190,5,14,45,86,630.7143
164,4,10,48,105,109.735466
128,4,5,59,91,21.964628
169,4,9,55,88,115.08802
104,3,14,65,91,403.99362
131,4,6,64,99,26.55198
153,4,6,70,85,32.84033
102,4,11,32,88,598.38385
170,2,7,54,105,16.138142
194,4,14,42,81,633.6917
171,1,14,50,93,99.749146
122,5,15,48,84,1215.4717
157,2,7,68,86,25.255747
141,3,7,51,96,40.43453
105,5,7,30,80,265.842
162,4,15,69,93,375.37112
155,4,13,54,102,247.34554
101,1,6,37,81,27.190403
139,2,15,56,82,393.1872
128,5,10,31,110,236.6793
155,2,13,37,103,175.28911
161,5,7,66,91,53.543915
198,1,8,46,84,23.710958
149,4,14,47,101,380.30832
141,5,11,57,93,257.3625
126,1,15,39,80,335.358
159,5,8,33,99,125.708115
108,3,13,36,84,715.03485
102,4,6,67,107,25.80046
159,2,9,52,109,34.0422
138,1,14,53,83,164.03436
123,2,15,41,88,491.0286
139,4,15,66,96,415.81613
137,1,12,64,82,89.35969
141,2,15,46,110,195.4739
143,3,15,36,106,412.83725
151,5,6,37,94,58.183727
106,2,13,55,102,177.55421
160,4,11,69,94,145.1528
122,5,5,31,83,72.25439
158,5,5,63,90,21.53252
104,3,15,43,85,921.67206
162,3,14,31,88,601.34076
111,1,11,57,98,55.878147
185,2,10,40,81,127.140305
197,1,8,45,97,15.820348
191,3,11,37,105,122.02149
151,4,13,33,103,403.4851
101,5,5,52,110,22.352045
142,5,15,35,95,990.0488
141,5,8,45,82,182.93921
153,5,7,44,104,56.618717
128,5,8,36,81,261.34393
156,1,7,36,89,21.65893
156,4,5,52,109,11.898785
183,2,8,60,98,24.771906
179,3,14,54,97,233.28313
124,1,14,66,98,89.0595
131,5,8,42,80,227.19011
194,1,9,52,101,17.5347
164,2,8,46,105,29.313684
103,3,5,36,81,47.57475
150,1,7,41,87,21.173918
158,3,5,38,82,28.319727
170,3,7,66,107,18.715921
164,4,14,48,105,301.1141
110,4,10,38,82,433.89255
176,1,10,30,109,36.561714
108,4,6,55,83,63.59648
128,2,10,31,96,142.42448
113,5,9,61,99,136.24597
200,5,6,51,102,24.943825
107,4,9,34,84,338.08582
152,5,9,30,82,362.43588
110,5,5,57,83,43.58311
141,3,8,55,103,45.31456
153,4,15,48,86,722.5132
132,5,15,56,81,1073.9072
132,4,14,67,99,319.7642
126,1,6,65,110,4.953724
198,3,6,31,84,44.52975
112,5,6,39,84,104.290146
116,2,9,55,92,73.369125
194,5,14,49,93,448.58783
116,3,7,55,108,32.00836
157,3,6,56,90,25.275501
170,4,12,67,89,215.20383
197,3,12,38,89,245.57558
133,3,11,39,104,171.08937
115,3,11,33,109,203.11781
100,4,7,51,100,67.2549
108,3,12,68,105,152.44194
171,1,12,46,90,75.33595
117,3,14,54,80,636.2031
175,3,8,52,80,82.41758
186,5,15,57,101,386.21744
149,3,5,61,94,12.4185705
150,4,14,49,83,652.92377
192,3,10,51,100,76.59314
159,4,6,43,86,49.669846
146,5,12,36,81,773.2917
125,3,5,70,106,8.995921
133,5,7,41,100,78.62644
109,2,13,35,80,562.3874
163,4,12,61,109,134.19824
187,2,7,63,100,14.557338
110,2,10,68,108,53.063656
192,4,14,65,96,248.51683
189,1,5,59,80,5.473514
141,2,6,56,90,18.76243
